GeneID,S7,S6,S5,S23,S24,S25,S26,S27,S20,S21,S22,S28,S29,S30,S31,S32,S33,S8,S34
parE,0,0,0,3043,253,1242,163,96,1431,1307,587,273,936,1495,541,1,1,0,1
parC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parC,0,0,0,435,31,153,17,15,149,143,80,41,117,211,76,2,0,0,0
lmo1296,0,0,0,2064,185,857,100,42,888,802,352,153,705,1019,400,0,0,0,0
lmo1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1297,0,0,0,389,17,97,23,7,126,143,43,22,93,162,62,0,0,0,0
lmo1309,0,0,0,1158,96,418,52,20,487,466,194,79,338,515,194,0,0,0,0
lmo1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smbA,0,0,0,1541,128,560,79,42,612,574,255,99,498,708,250,1,1,0,0
frr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1315,0,0,0,1738,121.5,645,75.5,40.5,658,614.5,248.5,145.5,525,751.5,268,2,0,0,0
cdsA,0,0,0,1689,137.5,605,79.5,43.5,688,625.5,260.5,121.5,551,720.5,273,0,1,0,0
lmo1323,0,0,0,805.5,70.5,364.5,41.5,48.5,396.5,343,175,159,313.5,418.5,154.5,0,0,0,1
lmo1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infB,0,0,0,4426.5,435.5,2003.5,276.5,281.5,2098.5,2023,879,750,1782.5,1947.5,770.5,1,1,0,1
lmo1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1337,0,0,0,2657.5,225.5,1065,137.5,144,1204,1011,461,303,980.5,1227,412,1,0,0,1.5
lmo1338,0,0,0,485.5,42.5,185,28.5,32,208,178,88,56,181.5,238,96,1,0,0,0.5
lmo1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1345,0,0,0,994,87,308,50,11,351,371,133,53,334,391,154,0,0,0,0
lmo1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comGA,0,0,0,1940,147,736,112,55,773,713,263,135,610,775,300,1,1,0,0
comGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1349,0,0,0,2261,219,929,117,68,1049,878,373,160,683,1082,417,2,2,0,2
lmo1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1350,0,0,0,358.5,25.5,139,15,11,161,133,53,24,144,167,66,0,0,0,0
lmo1352,0,0,0,689.5,71.5,269,42,19,298.5,278,104,67,251,289,144,0,0,0,0
lmo1356,0,0,0,852,70,341.5,39.5,21.5,356.5,331.5,131.5,69.5,299,379,139,0,1,0,0
lmo1357,0,0,0,2225,178,891.5,128.5,90.5,973,931.5,412.5,258.5,688,1070,377,0,0,0,2
lmo1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1361,0,0,0,2051,180,891,123,38,960,910,355,184,742,994,394,2,2,0,1
lmo1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1366,0,0,0,286,24,136,24,14,129,90,69,17,119,157,47,0,0,0,0
lisR,0,0,0,1204,92,428,65,50,537,482,197,103,390,568,199,0,1,0,0
lisK,0,0,0,395,29,142,24,8,149,126,48,24,109,155,56,0,0,0,0
lmo1389,0,0,0,2715,214,1086,139,85,1192,1111,493,213,823,1291,462,2,1,0,0
lmo1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1391,0,0,0,216,17.5,70.5,13.5,3,74.5,89,32.5,11,57,104,39,0,0,0,0
lmo1392,0,0,0,2124,167.5,797.5,105.5,67,862.5,824,337.5,174,687,949,363,0,1,0,0
lmo1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1400,0,0,0,1082,103,396,66,21,447,401,164,62,255,499,187,3,0,0,0
lmo1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1418,0,0,0,1682.17,128.17,734.67,76.33,32.67,767.5,645.5,300.33,109.17,524,868.33,342.33,1,0,0,0
lmo1419,0,0,0,75.67,7.67,34.17,3.33,1.17,33.5,30.5,13.33,3.17,17.5,36.83,12.33,0,0,0,0
lmo1419,0,0,0,1673.17,154.17,634.17,74.33,27.17,623,642,252.33,111.67,495.5,726.83,302.33,2,0,0,0
lmo1421,0,0,0,1643.5,140,639,92,47,757,650,266,127,587,740.5,284,0,0,0,1
lmo1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1422,0,0,0,387,31,105,14,4,128,93,46,19,108,161,40,1,1,0,0
opuCD,0,0,0,1341,148,527,76,98,634,609,260,173,606,601,232,1,1,0,0
opuCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opuCA,0,0,0,1918.5,150,750,95,59,803,758,303,159,642,940.5,395,2,1,0,1
opuCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1435,0,0,0,1385.5,157.5,598,99.5,95,689.5,614.5,271.5,186,532,668,231.5,2,3,1,0
lmo1436,0,0,0,1650,160,794,118.5,98,863,702.5,288,200,649.5,836.5,266,1,0,0,0
lmo1437,0,0,0,1701.5,142.5,641,106,69,709.5,600,276.5,139,523.5,805.5,266.5,0,0,1,0
lmo1442,0,0,0,1921,155,738,108,48,789,789,295,141,622,759,278,2,0,0,1
lmo1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zurR,0,0,0,331,28,81,18,11,127,135,45,24,101,156,56,1,0,0,0
zurR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zurA,0,0,0,1583,114,644,83,32,693,593,233,107,514,743,305,2,2,0,0
zurM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1452,0,0,0,353,41,116,18,16,152,119,60,21,103,191,57,1,0,0,0
lmo1453,0,1,0,1369,100,515,67,27,562,520,232,87,444,588,230,0,0,0,0
lmo1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glyQ,0,1,0,1772,131,753,93,35,689,686,317,139,551,764,318,1,1,0,2
glyS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1462,0,0,0,401,27,152,23,14,171,153,81,31,128,164,81,0,0,0,0
lmo1463,0,0,0,956,86.5,356.5,65,29,370.5,379.5,150,77,310,454.5,200.5,0,0,1,0
lmo1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1465,0,0,0,1054,81.5,420.5,54,25,471.5,400.5,170,99,330,519.5,177.5,2,1,0,0
lmo1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1471,0,0,0,1342,123,597,49,60,596,616,286,138,483,713,263,1,2,0,0
lmo1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1488,0,0,0,1073,96.5,430,63,47,500,442.5,208,119,380,529.5,187.5,0,1,0,0
lmo1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1490,0,0,0,1566,109.5,579,86,63,710,628.5,280,162,513,673.5,265.5,0,2,0,0
lmo1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1492,0,0,0,1110,81,395,60,19,411,382,170,62,364,506,191,2,0,0,0
lmo1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1498,0,0,0,1302,119,462,78,35,539,473,178,82,394,547,207,1,1,0,0
udk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1503,0,0,0,732,85,328,48,53,372,324,145,140,344,364,109,1,1,0,0
lmo1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1505,0,0,0,1144.5,77,438.5,54.5,22.5,506,393,200.5,63,354,531,184.5,0,0,0,0
lmo1506,0,0,0,2151.5,183,823.5,114,52.5,999,818.5,348.5,130,658,954,377.5,0,1,1,0
lmo1507,0,0,0,1254,109,469,61.5,39,537,432.5,217,85,438,544,226,0,0,0,0
lmo1508,0,0,0,391,33,145,18,4,131,123,51,26,147,154,55,1,0,0,0
hisS,0,0,0,2071,201,833,105,88,914,825,397,253,771,971,358,1,1,0,1
aspS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apt,0,0,0,286,19,133,25.5,14,134.5,148,78.5,30,109.5,166,57,0,0,0,1
lmo1525,0,0,0,3456,302,1432,172.5,105,1594.5,1384,564.5,272,1153.5,1744,623,3,1,0,1
apt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruvB,0,0,0,1551,148,683,98,55,810,709,300,139,556,848,282,1,2,0,1
lmo1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rpmA,0,0,0,794,60,333.5,43.5,23,361,300.5,148,76,299,357.5,152,0,1,0,0.5
lmo1541,0,0,0,949,110,387.5,85.5,152,495,448.5,201,252,594,425.5,204,1,1,0,0.5
minC,0,0,0,1857,132,584,96,28,654,644,248,110,568,701,235,1,2,0,1
minD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mreC,0,0,0,2069,170,744,101,89,868,740,323,211,722,887,369,0,0,0,0
mreD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1549,0,0,0,1375,93.5,477,65.5,27.5,531.5,533.5,209.5,79,452,571,218,1,0,0,0
comC,0,0,0,1607,116.5,514,78.5,27.5,529.5,528.5,184.5,93,446,556,225,0,0,0,0
hemL,0,0,0,2223,208,921,132,92,1074,909,426,289,767,1027,348,1,1,0,0
hemB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hemA,0,0,0,2205,147,809,94,57,898,895,352,172,657,1050,402,1,0,0,0
hemC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnaI,0,0,0,1500.5,127.5,587.5,105.5,45,690,606.5,282,120.5,482.5,732.5,260,0,1,0,0
dnaB,0,0,0,2038.5,155.5,781.5,101.5,87,874,810.5,288.5,173,633,974,349.5,0,0,0,0
lmo1562,0,0,0,862,66,338,41,22,338,336,150.5,57.5,283.5,412.5,149.5,0,1,0,0
accA,0,0,0,382,25,143,23,8,136,128,58,27,117,144,56,1,0,0,0
accD,0,0,0,1706,139,713,76,60,786,636,319,148,524,780,276,0,0,0,1
argF,0,0,0,300,19,103,24,14,113,110,66,24,104,147,55,0,0,0,0
argF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
argB,0,0,0,1140.5,85.5,429,89.5,33,496,448.5,221.5,97.5,370.5,555.5,183,1,1,0,0
argD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
argJ,0,0,0,1735.5,130.5,683,93.5,48,748,680.5,262.5,129.5,614.5,837.5,352,2,2,0,0
lmo1593,0,0,0,1954,138,827,92,57,849,794,349,153,679,972,346,1,0,0,0
lmo1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1608,0,0,0,1559,128,576,91,39,663,607,284,138,481,736.5,286,1,0,0,1
pheT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1611,0,0,0,1671,154,739,105,44,809,714,305,161,564,844.5,277,2,2,0,1
lmo1616,0,0,0,1391,114,528,70.5,40.5,518.5,499.5,242.5,135.5,446.5,693,268,0,1,0,0
lmo1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1617,0,0,0,206,17,70,18.5,13.5,88.5,69.5,42.5,12.5,68.5,127,57,0,0,0,0
lmo1618,0,0,0,935,75,398,40,19,355,387,147,66,288,421,169,0,0,1,0
lmo1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1623,0,0,0,1211,108,428,59.5,49,558,474,209.5,104,383.5,540.5,183,0,1,0,0
lmo1624,0,0,0,2935,243,1156,152.5,78,1165,1145,531.5,201,927.5,1262.5,494,1,1,0,0
trpA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trpB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trpF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trpC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trpD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trpE,0,0,0,2300,203,1001,129,49,1010,964,400,188,788,1122,360,0,0,0,0
trpG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1636,0,0,0,1732,158,622,83,53,716,709,238,147,598,833,298,0,1,0,0
lmo1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1637,0,0,0,141,9.5,65,10.5,3.5,67.5,58,30,5.5,65.5,83.5,32,0,0.5,0,0
lmo1638,0,0,0,141,9.5,65,10.5,3.5,67.5,58,30,5.5,65.5,83.5,32,0,0.5,0,0
lmo1639,0,0,0,933,80.5,382,66,28.5,484,381.5,183.5,77.5,347,475.5,148.5,0,0,0,0
lmo1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1640,0,0,0,513,45.5,217,28,15.5,242,200.5,96.5,44.5,166,272.5,78.5,0,0,0,0
lmo1644,0,0,0,5048,418,1978,230,141,2142,1991,819,397,1664,2324,809,4,2,1,0
lmo1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1646,0,0,0,1878,135,755,100,34,774,727,349,130,634,863,318,2,0,0,0
lmo1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1652,0,0,0,2933,290,1271,204,242,1441,1239,616,471,1275,1413,494,2,1,0,0
lmo1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1661,0,0,0,1473,115,650,68,57,702,680,339,137,560,820,262,0,2,0,0
lmo1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menE,0,0,0,2464,294,1068.5,162,202,1154.5,1163.5,497,438.5,1129,1214.5,427,1,1,1,0
menB,0,0,0,105,14,57.5,5,5,55.5,57.5,20,9.5,45,63.5,25,0,0,0,0
menB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menF,0,1,0,2218,208,918,134,65,1087,930,412,181,724,1033,359,1,1,0,0
menD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1678,0,0,0,314,33,146,23,12,111,119,59,23,103,159,47,0,0,0,0
lmo1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1680,0,0,0,1876,149,815,95,75,875,771,410,193,760,1004,360,2,1,0,0
lmo1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1689,0,0,0,1842,150,755,117,34,749,791,284,143,605,904,295,1,1,0,0
lmo1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1691,0,0,0,1063.5,97.5,413.5,52,17.5,457,429,177.5,80.5,352,530.5,188.5,0,0,0,0
lmo1693,0,0,0,1678.5,138.5,632.5,73,50.5,694,631,279.5,121.5,540,685.5,278.5,0,0,0,1
lmo1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1725,0,0,0,926,90,347,52,21,372,365,138,66,262,441,163,0,0,0,1
lmo1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1729,0,0,0,3438,280,1397,183,108,1451,1369,588,231,1101,1645,614,2,1,0,1
lmo1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1733,0,0,0,5006,1163,3247,881,2929.5,7843,4206,2523.5,4667.5,6266,2242.5,926,7,5.5,0,4
lmo1734,0,0,0,9255,1832,6266,1403,4116.5,6224,6059,3922.5,7825.5,9883,4852.5,1739,15,14.5,0,2
lmo1739,0,0,0,968,77.5,370.5,60.5,24,440,380.5,203.5,75.5,391,495,211.5,0,1,0,1
lmo1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1740,0,0,0,960,87.5,389.5,52.5,17,417,397.5,168.5,73.5,327,523,188.5,0,0,2,1
lmo1747,0,0,0,1823,125,657,123,44,722,699,313,148,537,789,286,0,2,0,0
lmo1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gatB,0,0,0,2452,260.5,991.5,133.5,146.5,1100.5,1049.5,484.5,268,821.5,1154.5,430.5,2,1,0,1
gatA,0,1,0,3035,343.5,1446.5,277.5,470.5,1436.5,1572.5,884.5,1000,1533.5,1496.5,524.5,1,2,0,0
lmo1758,0,0,0,3175,293,1313,207,151,1541,1280,614,345,1142,1682,513,2,3,0,0
lmo1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purM,0,0,0,2050,148,831,105,67,965,808,392,171,680,960,353,0,0,1,0
purN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1771,0,0,0,582,50.5,220,37,21.5,250,226,110.5,43,188,272.5,100.5,1,0,0,0
purL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purC,0,0,0,1386,111.5,508,81,36.5,563,558,222.5,104,469,634.5,209.5,1,1,0,0
purE,0,0,0,1207,94,429,79,41,538,485,175,93,426,590,209,2,1,0,0
purK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1788,0,0,0,880,61,321,50,22,364,330,161,56,327,443,168,0,1,0,0
lmo1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1793,0,0,0,879.5,85,380.5,48,36,367.5,372,190.5,97.5,286,443,151,0,0,0,1
trmD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1794,0,0,0,721.5,78,295.5,36,25,307,300,147.5,62.5,254,379,107,0,1,0,1
lmo1796,0,0,0,541.5,40,187.5,27.5,16,231,228,120,50,191.5,260,110,0,0,0,0
rpsP,0,0,0,595.5,59,237.5,41.5,34,286,274,118,74,234.5,260,112,0,0,0,1
ffh,0,0,0,2770.5,225,1048,182.5,95.5,1233,1183.5,486,263,894.5,1241,448,0,1,0,0
lmo1802,0,0,0,679.5,68,257,41.5,15.5,279.5,268.5,113,44,229.5,356,113,0,0,0,0
fabG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plsX,0,0,0,1750,163,632,98,60,737,722,321,142,587,775,332,1,1,0,1
fabD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1812,0,0,0,1608,139,743,80,38,833,685,326,148,567,892,275,1,1,0,0
lmo1819,0,0,0,1670,139,677,129,89,764,717,285,224,698,805,302,2,0,0,0
lmo1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fmt,0,0,0,1830,157,757,107,68,794,766,297,163,635,861,305,1,2,0,0
lmo1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1826,0,0,0,303,32.5,136.5,19.5,3.5,114.5,109.5,49,28.5,95.5,136,50,0,1,0,0
lmo1827,0,0,0,1242,92.5,489.5,63.5,16.5,523.5,516.5,236,79.5,414.5,596,217,0,0,0,0
lmo1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrE,0,0,0,295,38,120,12,7,178,113,57,26,101,157,47,0,0,1,0
pyrE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrDII,0,0,0,1116,110,513,67,44,518,463,208,166,682,653,187,1,0,0,0
pyrD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrAa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrB,0,0,0,1410,118,636,87,28,646,613,264,117,507,727,290,1,0,0,1
pyrC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1843,0,0,0,372,37,138,14,13,127,130,61,24,108,171,59,1,0,0,0
lsp,0,0,0,1040,99,378,58,19,402,350,169,67,322,506,170,2,0,0,0
lmo1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1847,0,0,0,340,28,120,20,8,149,115,49,34,125,148,73,0,0,0,0
lmo1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1849,0,0,0,2101,249,980,152,254,821,840,363,406,861,794.5,287,4,2,0,0
lmo1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1852,0,0,0,624.5,48.5,218,38.5,14.5,262.5,223,96.5,44.5,159,280,106,0,0,0,0
lmo1853,0,0,0,3091,230.5,1314,149.5,86,1436,1263,502,222,998,1511.5,556,4,3,0,0
lmo1854,0,0,0,593.5,66,262,35,13.5,248.5,239,107.5,39.5,208,268,121,0,0,0,0
deoD,0,0,0,1173.5,107,511,75.5,43.5,542,457.5,219,111,369,565,191.5,2,0,0,0
lmo1857,0,0,0,407.5,38,195,26.5,12.5,190,173.5,99,42,163,207,59.5,1,1,0,0
lmo1860,0,0,0,988,105,446,67,42,486,454,201,97,412,500,173,1,1,0,1
lmo1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1869,0,0,0,1704,140,693,113,43,716,666,318,109,559,814,273,0,0,0,0
lmo1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1874,0,0,0,1457,135,542,84.5,55,672.5,593.5,263.5,134.5,553.5,720,290,0,0,0,0
lmo1875,0,0,0,2504,253.5,1136.5,148,99,1165.67,1068.5,489,246.5,902.67,1328,430.5,1,1,0,0
lmo1876,0,0,0,195,14.5,84.5,17,8,71.17,75.5,48,17.5,75.67,85,18.5,0,0,0,0
lmo1877,0,0,0,2151,184,870,121.5,68,948.67,860.5,400.5,166.5,678.17,1052,348,1,0,0,2
lmo1885,0,0,0,1250,103,423,91,41,487,439,188,87,390,559,204,1,0,0,1
lmo1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1893,0,0,0,473,28,177,27,14,175.5,204.5,81,37,167.5,214,92,1,0,0,0
nth,0,0,0,1189,113,533,67,44.5,567.5,515.5,244.5,116.5,452.5,633,210.5,1,1,0,0
lmo1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnaD,0,0,0,1200,114.5,470.5,59,43,494,524.5,183.5,81.5,393,579,206.5,0,1,0,1
ansB,0,0,0,2298,187.5,909.5,121.5,91.5,1043.5,934.5,394,237,754,1067.5,354,2,0,0,1
aspB,0,0,0,2258,190,885,135.5,72,954.5,891,385,200,781,950.5,395,0,1,0,0
panD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panB,1,0,0,1845,155,700,88,57,803,740,295,131,579,859,324,0,0,0,0
panC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cca,0,0,0,2186,162,874,122,73,1021,910,406,214,761,1100,364,0,2,0,2
birA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1908,0,0,0,844,59,321,33,13,365,315,134,61,295,394,120,0,0,0,0
dapB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1912,0,0,0,1860,156,779,105,50,852,768,318,133,676,924,361,1,1,0,0
lmo1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1915,0,0,0,2592,235,1060,167,101,1130,1096,481,238,858,1368,459,1,0,0,0
lmo1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aroE,0,0,0,1738,161.5,793.5,103.5,70,846.5,799,304.5,164.5,644.5,987,337,2,1,0,1
tyrA,0,0,0,1565,159.5,741.5,85.5,72,751.5,673,328.5,175.5,616.5,774,300,2,2,0,0
hisC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aroF,0,0,0,2036.5,228,878,115,86,945.5,825,366.5,295,880,1125.5,350,0,2,0,0
aroB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1930,0,0,0,1536,120,600.5,88,46.5,672.5,638.5,255.5,102,496.5,779,271,0,0,0,1
menH,0,1,0,1147.5,95,439.5,54,31.5,516,460.5,238,85,374.5,597.5,215,0,1,0,0
lmo1943,0,0,0,1971,127,725,124,47,860,759,290,130,663,954,354,0,0,0,0
recS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1951,0,0,0,1489,129,680,95,32,685,597,247,117,509,671,286,2,1,0,0
lmo1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fhuB,0,0,0,3044,223,1156,177,50,1447,1099,500,230,959,1251,451,0,2,0,1
fhuG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fhuC,0,0,0,1418,126,589,75,29,628,590,249,89,424,705,248,2,1,0,0
lmo1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1961,0,0,0,293,21,109,8,6,135,111,46,30,105,143,44,0,1,0,0
lmo1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1964,0,0,0,1596,142,525,104,40,746,640,285,138,520,796,303,1,0,0,0
lmo1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1966,0,0,0,1768,140,604,84,62,720,636,297,201,580,666,262,0,1,0,0
lmo1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1967,0,0,0,202.5,17.5,60,10,5.5,63.5,78.33,34,12.5,48,77,29,0,0.5,0,0
lmo1968,0,0,0,1501,113,574,97,47,665.5,587.83,234.5,112,419.5,717.5,231,0,4.5,0,0
lmo1969,0,0,0,1193.5,94.5,476,73,40.5,499,460.83,187.5,109.5,365.5,559.5,228,0,2,0,1
lmo1973,0,0,0,1221,90,491,79,46,534,461,190,113,456,533,244,1,0,0,0
